time,video_title,type,comment,video_id,Sentiment_Score_Trans,Translated_Comment
2023-03-20,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,reply,少在說中資壓榨了<br>不少台灣企業也在壓榨,Tdef7RLS6G8,1,"Less saying that Chinese capital squeezes BR, many Taiwanese companies are also squeezing"
2022-11-07,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,太感人了😭,Tdef7RLS6G8,2,Too touching
2022-10-11,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,事實上所有工作都是Routine,Tdef7RLS6G8,3,"In fact, all jobs are routine"
2022-09-01,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,當你的直覺告訴你怪怪的時候，就代表公司有問題，只是時間還不到讓你知道全貌，離職是對的，托越久對自己越不好，沒有一個公司可以養自己一輩子，只有自己跟著自己，加油你很棒。,Tdef7RLS6G8,3,"When your intuition tells you the weirdness, it means that the company has a problem but the time is not enough to let you know that the whole picture is right."
2022-10-25,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,reply,可是我們很喜歡在蝦皮購物,Tdef7RLS6G8,3,But we like shopping on shrimp skin
2022-08-16,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,好像念經 好像錄音帶快撥&quot;聽沒&quot;,Tdef7RLS6G8,2,It seems that the scripture seems to be a record tape to dial Quot and listen to no quot
2022-08-15,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,你跟他說老子想喝酒! 每天看4000個商品， 很值得喝酒。,Tdef7RLS6G8,5,"You told him that Lao Tzu wanted to drink 4,000 products every day, it is worth drinking"
2022-08-04,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,"可能我腦袋比較慢, 大家覺得語速很好 但是我感覺快到, 緊湊到, 我有點難懂 &gt;_&lt; 一句話 3個4個 cut, (不誇張) 一直要重聽...<br>還是謝謝您分享shopee 的內慕",Tdef7RLS6G8,3,"Maybe my head is relatively slow, everyone feels good, but I feel that it is too compact to me a bit hard to understand GT_LT's sentence 3 4 cuts."
2022-06-19,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,所以蝦皮就是手續費越收越高然後越做越爛,Tdef7RLS6G8,3,"So shrimp skin is the higher the handling fee, the higher the higher the more, the more the worsening"
2022-06-09,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,蝦皮這種中共的公司，不做比較好,Tdef7RLS6G8,2,"Shrimp Skin, a CCP company, does not do it well"
2022-06-04,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,工程師表示 只是隨便想開除你的 理由<br>阿六的系統都是 故意異常,Tdef7RLS6G8,1,The engineer said that just wants to expel your reason.
2022-05-27,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,"工資多少一個月,這麼辛苦",Tdef7RLS6G8,1,How many months of salary are so hard
2022-05-27,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,我覺得不是你的問題，職場潛規則讓我感覺今天就算是老闆有錯或是系統出現bug，HR也會希望這個錯要員工自首承擔，總感覺明明不是自己的錯，千錯萬錯也要硬著頭皮承認是自己的錯，審核商品的部分我也認同其他網友的說法，其實應該用AI去審核就好，我認為員工無限的創意才是一間公司最無價的資本，恭喜你離職，敲碗期待未來你有更多影片。,Tdef7RLS6G8,1,"I think it's not your problem in the workplace hidden rules that make me feel that even if the boss is wrong today or the system appears in the system, I will hope that this fault must take the lead.I also agree that the part of my own misunderstanding products also agree with other netizens. In fact, I should use AI to review it. I think the unlimited creativity of employees is the most priceless capital of the company. Congratulations to you."
2022-05-22,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,電商巨頭,Tdef7RLS6G8,5,E -commerce giant
2022-05-21,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,我問一下？蝦皮店對店搞什麼？說貨到店對店，結果，發生貨不見 ！可以如何做？目前我的事，爭議小組已經出面了！,Tdef7RLS6G8,1,Let me ask what the Shrimp Shop is talking about the goods to the store to go to the store.
2022-05-18,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,所以現在都無差別刪賣場<br>是因問績效嗎@@,Tdef7RLS6G8,2,So now there is no difference. Delete the store BR is it because of asking for performance?
2022-05-05,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,"這種情況？在其他大賣場體系，同樣發生著！因為【 <a href=""http://www.youtube.com/results?search_query=%23%E6%94%BF%E9%BB%A8"">#政黨</a> 】【 <a href=""http://www.youtube.com/results?search_query=%23%E8%B2%A1%E5%9C%98"">#財團</a> 】都受到壓力，他們的 <a href=""http://www.youtube.com/results?search_query=%23%E7%87%9F%E6%A5%AD%E6%B7%A8%E5%88%A9"">#營業淨利</a> 被估算，過往一些利用 <a href=""http://www.youtube.com/results?search_query=%23%E6%B5%B7%E5%A4%96%E8%A8%AD%E6%AF%8D%E5%85%AC%E5%8F%B8"">#海外設母公司</a> 的逃稅模式 通通都被徹查。",Tdef7RLS6G8,1,"In this case, other hypermarket systems also occur because A HREFHTTPWWWWYOUTUBECOMRESULTSSEARCH_QURY23E694BFE9BBBA8 Party A A HREFHTTPWWWWYOUTUTSEARCH_QUERY23E8B2A1E59C98 Consortium A is all suffered. By the pressure, their A hrefhttpwwwwyoutubecomResultsSearch_query23E7879FE6B7A8A8E588A9 business net profit A was estimated to be used in the past. 5B7E5A496E8A8ADE6AF8DE585ACE58FB8 Overseas Labor Company A's tax evasion mode is all investigated"
2022-05-05,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,有這個經驗，可以自己去蝦皮賣貨，我是大陸賣家，想找本土賣家合作,Tdef7RLS6G8,5,"With this experience, you can go to the shrimp skin to sell goods by yourself. I am a mainland seller to find a local seller to cooperate"
2022-04-23,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,我今年1/26-3/28也走了蝦皮一遭，公司的部分沒什麼問題，但主管在管理上的觀感真的讓人大開眼界，所以也不想再浪費時間了，大家一起加油！,Tdef7RLS6G8,2,"I also took the shrimp skin in 126328 this year. Some of the company's part of the company had no problem, but the view of the supervisor in management really made people open the eyes, so I don’t want to waste time."
2022-04-22,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,要拿遣散，別跟錢過不去。,Tdef7RLS6G8,1,Do n’t go with money with money
2022-04-20,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,蝦皮就是爛,Tdef7RLS6G8,1,Shrimp skin is rotten
2022-04-18,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,公司背地裡都有一些逼退人的暗黑手法。為了省成本與正當性，合理的去弄掉一些人。<br>您不排除有機率中了公司的很多逼退的暗黑手法之一。<br>通常使用的高機率是控制職位生命線的直屬主管。<br>一旦被鎖定，主管不挺，事已至此，樹狀分支圖怎走都是凶多吉少，躲過這一次，或許扛不注下一波，<br>所以主動走往往會會比被處理走來的體面且不會多受羞辱。<br>離開是對的。,Tdef7RLS6G8,3,"There are some dark techniques in the background of the company's back to get rid of some people's BR. You do n’t rule out that the company ’s many dark techniques are used to use the opportunity.If the direct director of the position of the life line of the position of the position of the position of the life line is locked, the supervisor is not very good. This is the tree -shaped branch. How can it go?It is right to leave the body and not be humiliated."
2022-04-11,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,蝦皮基本上就是中資的企業，醉翁之意不在酒，是來滲透台灣的,Tdef7RLS6G8,1,The shrimp skin is basically the Chinese -funded drunkard's meaning is not in wine to penetrate Taiwan
2022-04-08,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,用AI 審查就好，比人還可靠。可想而知，shopee 內部IT技術不是太靠譜。用KPI頻繁評估員工，他們壓力會很大。,Tdef7RLS6G8,4,It is reliable to review with AI.
2022-04-08,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,我是蝦皮賣家，目前帳號被凍結完全不知道該如何解凍，蝦皮回答都非常官方，請問該怎麼辦好無助,Tdef7RLS6G8,1,I am a shrimp skin seller. The current account is frozen. I don’t know how to unravel the shrimp skin. The answer is very official. What should I do?
2022-04-02,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,之前有在蝦皮賣過復刻錶 只要花錢刊登廣告隨便賣 只是蝦皮無良賣家太多 超低價買A寄B 我們這種真正賣復刻錶的因為價格高 賣不下去 後面沒在蝦皮賣了,Tdef7RLS6G8,1,"Previously, there was a shrimp skin selling the reciprocating form. As long as you spend money to publish an advertisement, just sell it, but the shrimp skin is unscrupulous."
2022-03-24,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,不反應系統有問題，難得有這個機會說,Tdef7RLS6G8,2,There is a problem with no response system.
2022-03-22,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,想問蝦皮年薪大約多少 😂😂😂,Tdef7RLS6G8,3,I want to ask what is about the annual salary of shrimp skin?
2022-03-15,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,蝦皮還有C2C稽核喔？很難想像，上面一堆假貨😂😂😂😂,Tdef7RLS6G8,2,The shrimp skin and C2C audit are hard to imagine a bunch of fakes above
2022-03-12,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,原來蝦皮客服須審核上架商品！？😳,Tdef7RLS6G8,3,It turns out that shrimp skin customer service must be reviewed on the shelves
2022-03-12,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,謝謝你的心得分享，讓我了解蝦皮客服。😯😃,Tdef7RLS6G8,5,"Thank you for sharing, let me know the shrimp skin customer service"
2022-03-12,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,蝦米bug一堆 網檢被主管QC也不意外,Tdef7RLS6G8,2,It is not surprising
2022-02-26,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,違規商品那麼多種，誤pass不太可能全部都是酒，這個機率太低了吧，除非99%的違規商品都是酒,Tdef7RLS6G8,1,"There are many mistakes of illegal products. Pass is unlikely that all the chances are wine. Unless the illegal goods of 99 are wine, it is wine."
2022-02-14,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,做這個影片代表你在蝦皮算叛徒，在蝦皮用戶眼中是劊子手<br>還有臉發表...,Tdef7RLS6G8,1,Doing this video means that you are a traitor in Shrimp Skin in the eyes of Shrimp Skin users.
2022-02-01,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,我身為蝦皮的海外賣家，最近被蝦皮也是弄到非常的不開心，一堆非整合物流申請手續，覺得手續費收的那麼高還這麼不人性化極度荒謬。剛好看到你拍的這部影片，覺得你說出來真是太好了！支持你,Tdef7RLS6G8,4,My overseas sellers who are shrimp skin are recently obtained by shrimp skin. I also got a very unhappy pile of non -integrated logistics application procedures.It's really good to support you
2023-02-08,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,reply,現在很多台灣賣家開始出走囉~~~原本上架幾百個商品，重新在別的平台上架，大家都累，不過因為動不動就被禁賣，大家也開怒氣，我今年也莫名被禁賣快20幾個商品，很可惡的蝦皮,Tdef7RLS6G8,1,"Now many Taiwanese sellers have begun to run away. Originally, hundreds of products were launched on the shelves on other platforms, but they were tired because they were banned."
2022-06-27,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,reply,非整合物流真的很麻煩..,Tdef7RLS6G8,2,Non -integrated logistics is really troublesome
2022-05-10,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,reply,沒有辦法，因為詐騙太多了，就是這堆詐騙犯利用非整合物流的漏洞沒出貨，然後被騙錢的買主就跑去蝦皮吵退款，但有的隔好幾個月才發現被騙，賣家早收錢落跑了,Tdef7RLS6G8,1,"There is no way to get too much fraud, this pile of scammer uses the loopholes of non -integrated logistics without shipping and then cheated money.Ran"
2022-01-27,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,"做了蝦皮賣家4年路過,蝦皮就是管理很多問題,員工辛苦了,我的pm一季換一個,每次line道別時我都好想說不是你的錯,是你選錯公司了,你們真的辛苦了QQ",Tdef7RLS6G8,5,"After the shrimp skin seller, the shrimp skin has passed the shrimp skin for 4 years, and the employee has worked hard to manage many problems. My PM has changed one season to change one season. Every time I say goodbye, I really want to say that it is not your fault. You choose the wrong company."
2022-01-20,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,這工作也太沒效率了完全人工審核一天看4000多個商品，做久都會變笨吧？其實就是作業員了,Tdef7RLS6G8,1,"This job is too inefficient. Full of manual review, a day to watch more than 4,000 products a day, it will become stupid. In fact, it is a worker."
2022-01-14,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,受害者➕1<br>（抱,Tdef7RLS6G8,1,Victim 1BR Hold
2022-01-14,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,讚讚讚~加油,Tdef7RLS6G8,5,Praise and praise
2021-12-22,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,"雖然我沒做過,有點興趣想應徵。請問這份蝦皮QC人員，人力銀行有在招募職缺嗎? 人力銀行關鍵字要搜尋什麼關鍵字呢?",Tdef7RLS6G8,3,"Although I have never done a bit interested, I want to ask for this shrimp skin QC personnel."
2021-12-28,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,reply,@博森日常練習 謝謝你，感恩,Tdef7RLS6G8,5,"Boshan's daily practice, thank you for your gratitude"
2021-12-28,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,reply,應該就是商品稽核，不過我幫你看了一下，目前的確是沒有這項工作的職缺，但有其他的都可以自行上人力看看哦！,Tdef7RLS6G8,4,"It should be the commodity audit, but I helped you take a look at the position of the job."
2021-11-20,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,"我想問蝦皮哪些神卷全站滿999折900是真的還假的很多人反應搶不到...還有8折卷那些大概都幾張好像很難搶？(這個可能不是你管轄內的事,就問看看知不知道內幕)",Tdef7RLS6G8,1,I want to ask which gods of shrimp skin are 999 % off 900. Many people who are really fake are really fake.I don't know the inside story
2021-11-19,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,太多專業英文術語，也看不懂英文，有中文說明更好,Tdef7RLS6G8,2,"Too many professional English terms, I don’t understand English with Chinese description."
2021-11-20,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,reply,都是一般公司會用到的英文 沒有很專業,Tdef7RLS6G8,3,The English that the average company will use is not very professional
2021-11-19,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,想問？蝦皮既然對員工這麼嚴格，為什麼消費者在蝦皮這個平台遇到網路詐騙告知以後，蝦皮卻不負責只任由消費者自己報警處理呢？,Tdef7RLS6G8,2,I want to ask shrimp skin Since the employees are so strict for employees.
2021-11-16,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,我也是今天才知道有夠爛的 親身經歷,Tdef7RLS6G8,1,I also know that there is a bad personal experience today
2021-11-15,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,我是蝦皮賣家，好同情你哦，蝦皮的bug真的不是一般的多哦，我們賣家這邊就經常遇到，很多還很嚴重~就更別提内部系統的bug量了。。然而這樣就進入績效改善，只能説這工作真的也是沒法做了。,Tdef7RLS6G8,2,"I am a shrimp skin seller, so sympathize with you. Oh the bugs of shrimp skin are really not ordinary. Our sellers often encounter a lot of BUG in the internal system.I can't do it too"
2021-10-31,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,"<a href=""https://www.youtube.com/watch?v=Tdef7RLS6G8&amp;t=3m30s"">3:30</a> 跟你們主管說 電腦有問題<br>電腦難道都不會出問題嗎<br>我們公司是台灣生產 蘋果產品電子大廠<br>電腦還不是常常出問題<br>電腦有時候秀逗 我們也要背電腦的黑鍋<br>而且公司也很奇怪 明知道電腦系統也有問題<br>然後也一直遲遲不改善<br>鴕鳥心態",Tdef7RLS6G8,1,a hrefhttpswwwwyoutubecomWatchVTDEF7RLS6G8AMPT3M30S330A told you in charge that there is a problem with the computer problem.And the company is also very strange to know that there are problems with computer systems.
2021-10-31,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,我們電子業一樣啊<br>像我跟夜班 輪流 只要出問題<br>電腦是掛我名字 別人也會認為是我出錯<br>不過我自己很清楚是不是自己的錯<br>人都會出錯 但是不是自己犯錯<br>時間久了 會證明一切<br>職業倦怠 你看我們每天要達標2400件<br>重複一樣的動作 為了三餐<br>也是沒辦法,Tdef7RLS6G8,5,"Our electronics industry is like me like a night shift. As long as there is a problem with the problem, the BR computer is hanging my name. Other people will think that I have made a mistake.It will prove that all BR occupations are burnout. You see that we have to meet the standards of 2400 BR every day for three meals BR."
2021-11-01,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,reply,人生就是充滿鳥事，職場社畜真的有時候不得不像現實低頭！,Tdef7RLS6G8,4,Life is full of birds in the workplace in the workplace.
2021-10-24,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,給我一個理由<br><br><br><br><br>忘記,Tdef7RLS6G8,4,Give me a reason for BRBRBRBRBR forgotten
2021-10-23,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,蝦皮的系統真的太多問題，我自己是後端程式設計師，沒看這影片都還不知道蝦皮原來BUG是眾所皆知,Tdef7RLS6G8,2,There are so many problems with shrimp skin systems. I am a back -end designer.
2021-10-23,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,對你的內容很有興趣，但字幕實在是看不太到,Tdef7RLS6G8,3,"I am very interested in your content, but the subtitles are really not good"
2021-10-26,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,reply,這點很歹勢有點弄巧成拙了，之後會再調整字幕的形式，謝謝,Tdef7RLS6G8,3,This is a bit of a bit of being clumsy.
2021-10-14,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,意外喜歡這支影片耶～～恭喜新的開始全力以赴💪,Tdef7RLS6G8,1,I accidentally liked this movie. Congratulations on the new start to go all out
2021-10-15,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,reply,謝謝喜歡🙏🏻,Tdef7RLS6G8,5,Thank you
2021-10-12,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,還有人離開雅虎 還有人離開PCHOME 還有人離開民進黨呢XD,Tdef7RLS6G8,3,Some people leave Yahoo and some people leave PCHOME and some people leave the DPP XD
2021-10-10,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,講話的方式。。。,Tdef7RLS6G8,4,Way of speaking
2021-10-10,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,"我第一天入職10分鐘後 主管就丟一堆東西叫我消化做成PPT還有企劃書要寫 ,我連廁所在哪都不知道... 每項作業都口氣很差跟我說半天就可以解決了 我真的很會摸之類的(明明前置作業超複雜),之後我離職 聽說那工作好像一直換人",Tdef7RLS6G8,2,"After 10 minutes of the first day, the supervisor lost a pile of things and told me to digest into PPT. There were planning books to write that I did n’t even know that every job was in a bad breath. I told me that I can solve me for half a day.I really know how to touch the pre -assignment. After I am super complicated, I have left and heard that the job seems to have been replaced."
2021-10-13,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,reply,真的是很惡劣的職場環境耶那時候真是辛苦你了！,Tdef7RLS6G8,2,"It's really a bad job environment. At that time, it's really hard to you"
2021-10-08,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,"人工審查 一定會有失誤 , 故正常失誤率要訂出來 , 此為工作標準 sop , 若公司訂失誤率為 0 則是強人所難 , 就是流氓 <br>故 人工審查 必須改為 人工使用系統工具 ( 由人工指導系統開發人員 製作審查專用的查詢工具) 提高有效度查到問題<br>增加 自動化作業 , 將可疑案件交給人工作業 去修正",Tdef7RLS6G8,3,"There will be a mistake in manual review, so the normal error rate must be ordered.Increase the effectiveness of the query tool. Find the problem."
2021-10-06,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,像這種類似作業員審查商品的工作，將來都會由AI取代，如果你自認有創意不適合重複的工作，盡早離職是正確的。,Tdef7RLS6G8,4,"A job like this similar to the work of the product will be replaced by AI in the future. If you think that you have a creative work that is not suitable for repeated work to leave as soon as possible, it is correct."
2021-10-03,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,是poson嗎！,Tdef7RLS6G8,3,Is it Poson?
2021-10-13,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,reply,@張靜文 好像想起來了，是PT的時候吧哈哈😂,Tdef7RLS6G8,3,Zhang Jingwen seems to think of it when it is PT haha haha
2021-10-10,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,reply,我之前也是和你一樣做審核的人😂,Tdef7RLS6G8,3,I used to be a person who did the same as you before
2021-10-04,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,reply,沒錯我是Poson，不過我實在是認不太出來你，真的很抱歉，請問我認識你嗎😅,Tdef7RLS6G8,1,"Yes, I am poson, but I really can't recognize it, you are really sorry, please know you, do you know you?"
2021-10-03,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,從心出發吧! 任何決定 都是最好的選擇! 你要好好休息 好好睡覺 好好吃飯 好好旅遊 好好講話(速度可放慢) 好好閱讀 好好與家人互動 好好讓身心靈充滿正能量 接著祝好運旺來!,Tdef7RLS6G8,5,"Starting from the heart, any decision is the best choice. You have to take a good rest and sleep well."
2021-10-02,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,可以不要 每次12點多 中午 午睡的時候推播嗎,Tdef7RLS6G8,1,Can you not push at noon at noon every time?
2021-10-04,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,reply,我從來沒自主推播過可能要問YouTube哦😊,Tdef7RLS6G8,1,"I have never been promoting independently, maybe you may ask YouTube"
2021-10-01,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,我個人覺得 這種討拍分享 不是個很好的事情 感覺不成熟 雖然有加字卡 抱歉永久不追蹤,Tdef7RLS6G8,2,I personally think that this kind of shot sharing is not a good thing. I feel immature.
2021-10-01,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,reply,我個人覺得，真的謝謝你還留廢言，但不是個很有禮貌的事情，你知道可以關掉影片或頂多按個不喜歡嗎？<br>被演算法推播到你這樣會惡意扭曲別人想法的人也不用非得用這樣的方式讓我知道，慢走不送囉。,Tdef7RLS6G8,2,"I personally think you really thank you for staying abandoned, but not a very polite thing, you know that you can turn off the video or do it at most that you do n’t like it. BR is pushed by an algorithm to someone who is so maliciously distorting others' thoughts.Don't have to let me know in this way, let's walk slowly, don’t send it slowly"
2021-10-01,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,"有時候重點並非是不是你,而是你比較不會甩鍋,所以都叫你扛",Tdef7RLS6G8,3,"Sometimes the focus is not you, but you can’t throw the pot, so you call you to carry it."
2021-09-24,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,"Amazon系統更機車, 因為是AI, 蝦皮這樣還算好的",Tdef7RLS6G8,3,The Amazon system is more locomotive because it is AI shrimp skin.
2021-09-22,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,我知道那間咖啡店🤎老闆唱歌很好聽～,Tdef7RLS6G8,5,I know that coffee shop owner sings very nicely
2021-09-22,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,你們要直接ban帳號跟電話 才有效率,Tdef7RLS6G8,1,You have to directly ban account and phone to be efficient
2021-09-22,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,reply,內部有很多審核邏輯跟標準，<br>沒有想像中能簡單這樣做就好，<br>達到需要取締的帳號也是會直接取締的哦！,Tdef7RLS6G8,2,There are many audit logic and standard Br not imagined that it can be done simply. BR will reach the account that needs to be banned. It will be directly banned.
2021-09-20,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,瞎疲真的各種爛欸,Tdef7RLS6G8,1,All kinds of rotten 真
2021-09-20,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,蝦皮的電腦版不知上架幾年了就是沒有「喜愛商品」這個功能，一定要在手機上才看的到，真的很爛！<br>而且一推蝦皮的商品明明就是淘寶貨還賣的比淘寶貴很多，所以自己是不會上蝦皮的。<br><br>另外，在公司會當上主管，大部分都是「玩政治」厲害而「不會專業」<br>專業度高的主管，大部分是更高層主管認識或有意拉上去，不然就是運氣好遞補而上才會出現<br>這是職場厚黑學，做人比會做事的更好。<br><br>那為什麼主管只會做人不會做事還能一直活著?<br>Interview會做事的人來做不就好了<br>這就是社會的現實喔！<br>以至於這麼多教人「創業」頻道出現，畢竟自己當老闆就不用受這種氣。<br>但想當老闆在「心態」與「個人特質」要有一定的轉變<br>才有機會承受「老闆」所該面對且要「自己解決」的這種歷練喔<br><br>你值得更好的！職場沒有對與錯，只有適合與不適合<br>我在職場上遇過一個電子工程師無論個性或能力都非常糟糕<br>但他離職後到Amazon上賣電子商品跟運動鞋<br>月薪也是翻了數倍，共勉之 ^^,Tdef7RLS6G8,2,"The computer version of Shrimp Skin is not known for a few years, but there is no way to love the product. You must see it on your mobile phone. It is really bad.At the meeting, the BRBR of Shrimp Skin will also be in charge of the company in the company. Most of the supervisors who play politics are powerful but not professional BR professional.BR This is a better person in the workplace.After all, there are so many entrepreneurial channels. After all, when you are a boss, you do n’t have to be subject to this kind of qi BR, but you want to be a boss to have a certain change in your mentality and personal characteristics.Oh BRBR, you deserve a better workplace without right or wrong, but it is suitable for BR. I have encountered an electronic engineer in the workplace. Whether it is personality or ability, it is very bad.Turn over several times together"
2021-09-22,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,reply,感謝你的回應，職場的現實的確並不是非得要去容忍跟接受，總會找到屬於自己的出路的，祝我們都好！,Tdef7RLS6G8,5,Thank you for your response to the reality of the workplace. It is true that you have to tolerate and accept that you will find your own way out. Wish us all good.
2021-09-18,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,依照你描述的情況很高機率就是系統的bug阿，覺得你對自己太沒信心了～～不過感覺這個工作內容和環境也不太有前途，趁機離職也是不錯<br><br>但我覺得蠻意外的，像這種routine審核我還以為都用影像辨識或機器學習做掉了,Tdef7RLS6G8,2,"According to the situation you described, the probability is that the system's bug feels that you are too confident in yourself, but you feel that the work content and environment is not very promising to take the opportunity to leave.I thought it was done with image recognition or machine learning"
2021-09-18,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,reply,其實無從證明起啦，也不是第一次遇到這樣的情況，剛好觸發可以真的轉換工作就Let it go～<br>有些科技可能還沒那麼厲害，畢竟有很多需要人為判斷跟人為會避規的部分。,Tdef7RLS6G8,2,"In fact, there is no way to prove that it is not the first time that it has encountered such a situation just triggered that it can really be converted. Let it GOBR may not be so powerful."
2021-09-17,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,comment,我自己在職場經驗是，人家說你錯，你一定要先去確認，確認後如果真是自己的錯，要找出是什麼原因，並提出改善計畫，真的去執行，實際做給大家看：你是可以的，如果不是你做的，就一定要提出異議，但聽你的陳述，應該本來就是你已經厭倦了，所以早就想要離開了，卻沒有勇氣直接提離職，就開始得過且過，而且你的公司應該感受到了，因為公司大多數是可以忍受一個對工作很熱情，而且願意成長改善的員工，即便他一開始的能力可能沒那麼好，但至少及格，之後就是態度的問題了。加油吧。,Tdef7RLS6G8,2,"My own experience in the workplace is that people say that you are wrong. You must confirm first.If you do it, you must make an objection, but listening to your statement should have been tired, so you want to leave, but you have no courage to leave the job and start, and your company should feel that most of the company can endure one.Employees who are very enthusiastic about work and are willing to grow and improve, even if his ability at the beginning may not be so good, at least time is the issue of attitude."
2021-10-03,在蝦皮不能說的事｜我離職了！｜離職原因大公開！,reply,@博森日常練習 喜歡你的工作態度和觀念也很認同你最後一段！之前在職場也遇到這種以自己的觀念來教育他人的情況......真的讓人心很累很煩,Tdef7RLS6G8,4,Boson's daily practice of like your work attitude and concept also agrees that you have encountered this situation in the workplace before the last paragraph of educating others in the workplace.
